gene	value	_selected
RNF14	-0.217581452824	0
HIF3A	-3.40320998786	0
RNF17	-20.1292299843	0
RNF10	-0.29733159835	0
RNF11	-0.605268781801	0
RNF13	-0.557712663236	0
REM1	-2.57013142369	0
REM2	3.19846073616	0
C16orf13	1.56959065194	0
UBE2Q2	-0.593416578616	0
TSKS	-2.98238434904	0
ATRX	-1.03253423609	0
PMM2	1.1010900393	0
PMM1	-0.316794664274	0
ASS1	-2.65962526142	0
NCBP1	-0.27911184169	0
ZNF709	0.355604132188	0
ZNF708	-0.478470899139	0
DISC1	-1.31338389525	0
CAMK1	-1.78693080842	0
RPL37	0.186188778196	0
SPR	0.436180603773	0
ZNF707	1.10427112919	0
CAMK4	1.41009038074	0
ZC3H10	0.548350534396	0
RNF114	0.0647910019366	0
RNF115	0.273343356642	0
ZC3H15	0.0306142457932	0
ZC3H14	-0.109525335326	0
SPN	0.097298696058	0
RNF111	-1.11715831145	0
NACAP1	0.421257061818	0
ZC3H18	-0.139001217107	0
GRIN1	0.335862942368	0
DHX8	-0.0947947906508	0
DHX9	0.18479261164	0
TCOF1	0.169161526641	0
NUP98	-0.209112212858	0
XPC	-0.691229310911	0
SP1	-0.15831820747	0
SP2	-0.260602952221	0
SP3	-0.287498998021	0
NUP93	0.25358997492	0
SP5	1.28780819446	0
KLRA1	-0.026998345468	0
CAMKV	-20.4715733306	0
SPPL3	-0.453548350342	0
GOLIM4	-0.504233339366	0
OPA3	-0.137172270266	0
OPA1	-0.473503006263	0
RAB40C	1.3664310805	0
RAB40B	-0.169318696162	0
RAB40A	0.239902312969	0
COL7A1	-0.381476088553	0
GTSE1	2.35859741646	0
B2M	-0.226319717452	0
WIF1	-4.2675177113	0
KIAA0831	-0.86037848781	0
SPPL2A	-1.12785012949	0
ITGA8	-2.8435646632	0
ITGA9	-0.96892354583	0
STK40	-0.113085551709	0
MYO3B	-0.0582837162769	0
ATP2A1	-10.0174581662	0
ATP2A2	-1.04964989612	0
ATP2A3	1.22807063301	0
ITGA1	-1.94605078833	0
ITGA2	-0.236235987965	0
ITGA3	-0.107240576259	0
ITGA4	-0.149942986467	0
ITGA5	-0.320669758009	0
ITGA6	-0.617494614486	0
ITGA7	-3.67856821693	0
TRHR	-17.9801334106	0
DENND4A	-1.36115084256	0
SWAP70	-0.553425437823	0
PHLDA1	-1.52033304526	0
PHLDA3	-0.759321582217	0
UFSP2	-0.631217486579	0
GAP43	-0.642459346749	0
NENF	0.861840072232	0
FBXL13	1.09155971374	0
FBXL12	0.20719169599	0
FBXL15	1.15839564439	0
FBXL14	0.422649878273	0
FBXL17	-0.910336905665	0
FBXL16	0.987971158569	0
FAM169A	-1.20075479811	0
FAM116B	1.13306433586	0
PHYHIPL	-0.235271189602	0
H19	-1.42632532343	0
SDK2	0.743914535051	0
GRP	0.264934389731	0
TPRN	2.27525359013	0
ZFP161	-0.0230499756026	0
COL4A6	-1.6170557848	0
COL4A5	1.02124977063	0
COL4A3	-4.01866465416	0
COL4A2	-1.38177215406	0
COL4A1	-1.54912832384	0
CHST1	-0.846511506697	0
CHST3	-1.34133546975	0
CHST4	-2.01499827966	0
ITGAX	-0.423235400369	0
BCL2A1	-0.212764613412	0
HLCS	-0.0240444151106	0
NOG	-1.18189473846	0
ITGAV	-0.461811786519	0
LGTN	0.057983203853	0
ZNF703	1.46864122409	0
ITGAL	1.2651835334	0
ITGAM	-0.752287986229	0
HLF	-1.32047612969	0
NOV	-1.031933325	0
FAM134C	0.354370850789	0
FAM134B	-0.685788063388	0
FAM134A	0.381690203473	0
SMAD9	-1.54192457413	0
TRERF1	0.920878083501	0
LRPAP1	0.551498773248	0
SMAD5	-0.555791820003	0
SMAD6	-0.693498669341	0
SMAD7	-0.144590759148	0
GOLPH3L	0.377158297948	0
SMAD1	-0.243522282445	0
AFTPH	0.214658332197	0
SMAD3	-1.47134127248	0
MUS81	0.336693703798	0
AMMECR1L	-0.0493034044546	0
IL1RAPL1	-20.886606665	0
IGF2R	-0.700202605848	0
NECAP2	0.0479787620405	0
CKS1B	0.557164761453	0
ST13	-0.322437259659	0
C14orf118	-0.51662306525	0
ARTN	3.09316561965	0
ART3	-6.09240284121	0
HERC2P2	-2.453416089	0
ART4	-2.30777566054	0
SPTLC1	-0.0677632993775	0
TCEA2	0.732710818501	0
TCEA3	1.5462073056	0
TCEA1	0.531901201429	0
COX4I2	-1.8907174531	0
COX4I1	-0.214032217795	0
BFAR	0.428902477913	0
EDA	-1.71731906998	0
PIPOX	-0.0146466257721	0
CCDC116	-0.338412227533	0
CADPS2	1.00602247866	0
CCDC115	0.355932207866	0
CCDC112	0.130680455924	0
CCDC113	0.53416196954	0
CCDC110	0.595479536496	0
LEO1	0.0821610546	0
