gene	value	_selected
RNF14	-0.376257241461	0
HIF3A	-5.10340942459	0
RNF17	-20.1292299843	0
RNF10	0.316808599789	0
RNF11	-0.835983758559	0
RNF13	-1.01522131864	0
REM1	-1.2943882603	0
REM2	2.71819938672	0
C16orf13	1.17487881571	0
UBE2Q2	0.260405074741	0
TSKS	-3.05454268343	0
ATRX	-1.82989917022	0
PMM2	1.13094809513	0
PMM1	0.157915244413	0
ASS1	-1.38657027936	0
NCBP1	0.133426675486	0
ZNF709	-0.216747202917	0
ZNF708	-0.715279209537	0
DISC1	-0.397608617275	0
CAMK1	-1.35766155039	0
RPL37	-0.0945149813156	0
SPR	0.538231900129	0
ZNF707	1.53218661159	0
CAMK4	0.262619842204	0
ZC3H10	0.37016459392	0
RNF114	0.338519377781	0
RNF115	0.322110938992	0
ZC3H15	0.00348881447972	0
ZC3H14	-0.602398485549	0
SPN	1.43043857189	0
RNF111	-0.958541905449	0
NACAP1	0.536786441091	0
ZC3H18	-0.17955423069	0
GRIN1	2.15121055298	0
DHX8	0.231264544507	0
DHX9	-0.17900130454	0
TCOF1	0.133877308483	0
NUP98	-0.490166925827	0
XPC	0.0168622859574	0
SP1	-0.747908804283	0
SP2	-0.149689809535	0
SP3	-0.820288037472	0
NUP93	-0.0381957061786	0
SP5	-0.608790439531	0
KLRA1	-0.720665428905	0
CAMKV	0.164868088302	0
SPPL3	-0.178059221663	0
GOLIM4	-1.13677870141	0
OPA3	0.51063768838	0
OPA1	-0.902623112278	0
RAB40C	0.41380862255	0
RAB40B	-0.869944749557	0
RAB40A	1.05226656327	0
COL7A1	-0.196595751786	0
GTSE1	0.506546127076	0
B2M	1.28160862387	0
WIF1	-8.50961432692	0
KIAA0831	-0.563637724645	0
SPPL2A	-0.189445487728	0
ITGA8	-2.8668368953	0
ITGA9	-2.90899786083	0
STK40	-0.0798933266624	0
MYO3B	-1.21792454331	0
ATP2A1	-9.08961690644	0
ATP2A2	-0.874469801242	0
ATP2A3	2.02773475412	0
ITGA1	-2.52035558725	0
ITGA2	-2.26821005249	0
ITGA3	-1.22663939112	0
ITGA4	0.0184603973168	0
ITGA5	0.419398505479	0
ITGA6	-2.87630862824	0
ITGA7	-3.87188204672	0
TRHR	-17.9801334106	0
DENND4A	-1.56363418948	0
SWAP70	-0.879257740262	0
PHLDA1	-1.7219802095	0
PHLDA3	0.0609259171733	0
UFSP2	-0.421685378751	0
GAP43	0.638992671587	0
NENF	0.40083160075	0
FBXL13	0.751904077736	0
FBXL12	0.34786262864	0
FBXL15	1.20224188091	0
FBXL14	0.402565983493	0
FBXL17	-1.40091877597	0
FBXL16	1.76818563263	0
FAM169A	-0.430472928733	0
FAM116B	1.82988117968	0
PHYHIPL	-1.9691804635	0
H19	1.70386949031	0
SDK2	-4.12631351784	0
GRP	1.09964723631	0
TPRN	3.04341921238	0
ZFP161	-0.480625630561	0
COL4A6	-0.999776355954	0
COL4A5	0.599116315841	0
COL4A3	-2.353857865	0
COL4A2	-0.926321778321	0
COL4A1	-1.04534455995	0
CHST1	0.603262697344	0
CHST3	-1.8966981232	0
CHST4	-23.3085602962	0
ITGAX	1.74313245266	0
BCL2A1	1.10500408453	0
HLCS	-1.22001921939	0
NOG	-1.66909048938	0
ITGAV	-0.397927917296	0
LGTN	0.134523408306	0
ZNF703	1.55190124228	0
ITGAL	1.71916189372	0
ITGAM	0.468730502127	0
HLF	-5.4251858157	0
NOV	-2.26808758668	0
FAM134C	0.35300385797	0
FAM134B	-0.886129978509	0
FAM134A	0.120818994301	0
SMAD9	-2.68939511267	0
TRERF1	1.08573953728	0
LRPAP1	0.35835334991	0
SMAD5	-1.68708259839	0
SMAD6	-0.493150162259	0
SMAD7	-0.133699986023	0
GOLPH3L	0.338107424213	0
SMAD1	0.602173164416	0
AFTPH	-0.0934164033346	0
SMAD3	-0.305488551311	0
MUS81	0.776735596122	0
AMMECR1L	-0.535824964651	0
IL1RAPL1	-20.886606665	0
IGF2R	-0.767407207623	0
NECAP2	0.641085395889	0
CKS1B	0.176560650855	0
ST13	-0.885104956711	0
C14orf118	-1.21885093902	0
ARTN	2.46068914996	0
ART3	-2.57960183384	0
HERC2P2	-0.800359307143	0
ART4	-3.11689942216	0
SPTLC1	-0.353217350701	0
TCEA2	0.288213429716	0
TCEA3	-0.0635541544788	0
TCEA1	-0.248763429116	0
COX4I2	-0.49991999739	0
COX4I1	0.0321660564193	0
BFAR	-0.246790244447	0
EDA	-2.57799054183	0
PIPOX	1.03516595332	0
CCDC116	-0.580495581357	0
CADPS2	-0.358006361279	0
CCDC115	0.292331563893	0
CCDC112	0.191602210254	0
CCDC113	0.428338471993	0
CCDC110	-0.398695040617	0
LEO1	1.23709510506	0
ATP1A4	-2.487900552	0
ATP1A3	1.95603807695	0
ATP1A2	-6.68983018334	0
ATP1A1	-0.137778815756	0
MGRN1	0.86398866455	0
TCP1	-0.361031756427	0
CRTAP	-0.868699045373	0
SP8	-14.1590815522	0
SPHK1	1.59750435872	0
DPT	-3.55842893125	0
CUEDC1	0.613215916513	0
CUEDC2	0.79486139983	0
CBLB	-0.675483472966	0
CPEB4	-1.04181688048	0
CPEB1	-1.51055867556	0
TERF2IP	-0.4660249562	0
BEGAIN	-2.24742261288	0
RBMXL3	-12.2887598514	0
OSGEP	0.342577358824	0
ABAT	0.364265342043	0
FRG1	0.164756260023	0
TP53TG5	-17.7881741996	0
RHEBL1	2.89509637621	0
ZNF41	-1.21924451798	0
IFT80	-0.0625256733665	0
FBRS	0.872485221237	0
IFT88	0.711423577183	0
SARDH	0.882449858724	0
XPA	-0.435445838688	0
CNTF	-2.23514425264	0
MCM10	-1.29316470754	0
SP4	-1.82312789034	0
IL10RB	0.100240220941	0
ATG4C	-0.402271099324	0
ATG4B	0.800621001487	0
ATG4A	0.514793160013	0
THUMPD2	-0.305458224246	0
PHOX2A	0.489562139756	0
UPK2	-1.74224146621	0
CFH	-1.23653193858	0
GPT2	-2.38643828636	0
PNP	0.345081127841	0
ANKFY1	-0.255440075373	0
CFB	3.60875868807	0
CDKAL1	0.0980982660215	0
PNN	-0.286940587813	0
RNF128	-2.24672244652	0
CFP	-0.241214066066	0
AAAS	0.379316952093	0
HAMP	0.325872743559	0
SIX4	1.46951443357	0
SIX5	0.778467108082	0
SIX6	-17.4408644731	0
MR1	0.55865928139	0
SIX2	3.41209470754	0
SIX3	3.03384486065	0
WASH3P	0.765960529132	0
CNPY2	0.703845427496	0
SYNJ1	-1.39935679299	0
KNDC1	-0.292953980841	0
HMG20A	-0.264038523855	0
HMG20B	1.43558270175	0
AAGAB	1.07870405964	0
C3orf77	-13.969586908	0
C3orf75	0.922031996275	0
C4orf17	-15.1479656836	0
C3orf71	0.478743749681	0
SHOX2	0.162173950341	0
ZFP82	-0.396440225716	0
CHFR	0.90909114035	0
EFHA1	0.279120102368	0
TIGD1	-0.220449573596	0
NUDT9P1	-1.81821938715	0
RFX4	0.547665550162	0
RFX5	1.33109981351	0
APP	-1.39706675717	0
NRXN3	0.3265654744	0
NRXN2	-0.390313077557	0
NRXN1	-4.35757066792	0
RFX3	-0.480222948107	0
APC	-1.59639246933	0
TMEM179B	0.359715376831	0
ABCE1	-0.480968881899	0
UQCRC2	-0.343732336519	0
XPNPEP1	0.315187524855	0
TIGD4	-0.0261484665932	0
ZNHIT3	0.7709291137	0
GGCX	-0.646239278313	0
ADNP	-0.36265793782	0
ZNF57	-0.390950657743	0
KHDRBS1	0.0452271653618	0
KHDRBS3	-0.316174198805	0
GGCT	0.429596268732	0
STAC3	-0.930795354296	0
LHCGR	-24.4377866562	0
TMEM127	0.76209364039	0
GPR78	-16.1860758796	0
VPS37B	0.292340556153	0
ZBED4	0.306094553317	0
C11orf2	0.166649412659	0
C11orf1	-0.0365099714189	0
DPYSL5	-20.7501616553	0
DPYSL2	-1.48078699047	0
DPYSL3	-0.792675644184	0
IGFBP2	-0.0383040688395	0
IGFBP3	-1.93229276021	0
IGFBP1	-5.3241787528	0
BOP1	0.0332096921987	0
IGFBP7	0.496711871565	0
IGFBP4	-0.472981164303	0
IGFBP5	-2.18963790873	0
SKP2	-1.90974749936	0
CKLF	0.905745034048	0
ZNF193	0.158340465411	0
GJA1	0.315421964956	0
C15orf24	0.0310332180174	0
GJA3	2.65297466321	0
C15orf23	0.247126938785	0
C15orf21	-0.7314029119	0
GJA8	-18.6273471964	0
GJA9	1.70910601387	0
C15orf28	-2.5990172279	0
C15orf29	-0.410650567267	0
KDM3B	-1.21032894351	0
KDM3A	-0.587593219498	0
MYO3A	-2.53775735186	0
KIAA1958	-1.33060825026	0
APIP	0.0222063102185	0
TMC1	-0.689205172587	0
EIF2B4	0.591640325535	0
EIF2B5	0.939335734319	0
EIF2B2	0.259869053056	0
EIF2B3	-0.418996736916	0
EIF2B1	0.087178369013	0
PRKAR2A	-1.79189978591	0
CSNK2A1P	-1.09080261368	0
MAGT1	-0.351483163417	0
TXNIP	-1.99934614483	0
MLF1	0.917271580002	0
QPRT	0.886607939885	0
IFT140	0.976112001561	0
MLF2	0.709921360968	0
TMEM14C	0.104345865997	0
TMEM14B	0.484101623565	0
TMEM14A	0.577389671809	0
CFLAR	-1.06715985957	0
MECOM	-2.02461430518	0
ITGA2B	0.490528718664	0
IFI16	-0.261703486582	0
TTC1	0.162241615659	0
MYT1L	-19.1871151839	0
C9orf125	-2.15711678669	0
C9orf123	0.279224178591	0
KIAA1267	-0.515306081901	0
RTCD1	0.188332492505	0
CFHR2	-16.2215523428	0
CFHR3	-2.51399555211	0
CLIC4	-1.71427043592	0
CFHR1	-2.22743121481	0
CLIC2	-0.645669218032	0
CLIC3	-0.101219399172	0
CFHR4	-15.8765745839	0
CFHR5	-2.31900136926	0
KIAA0020	-0.491077756551	0
RIT2	5.3255754216	0
TMEM147	0.478715231057	0
ASGR1	0.76914608922	0
