gene	value	_selected
RNF14	0.0441154830389	0
HIF3A	-6.05623334353	0
RNF17	-20.1292299843	0
RNF10	0.00786320268344	0
RNF11	-0.662239712179	0
RNF13	-0.306829121903	0
REM1	-1.25272614736	0
REM2	0.489621607257	0
C16orf13	0.713197497903	0
UBE2Q2	0.216986426014	0
TSKS	-3.35538309783	0
ATRX	-0.0954475626308	0
PMM2	0.330231984731	0
PMM1	-1.04558922434	0
ASS1	-2.25264254948	0
NCBP1	0.320062236182	0
ZNF709	-0.684930144861	0
ZNF708	-0.376596031705	0
DISC1	-0.425347440223	0
CAMK1	-0.9099931467	0
RPL37	-0.944792190652	0
SPR	1.45534987677	0
ZNF707	0.705831751832	0
CAMK4	1.26306857964	0
ZC3H10	0.248267477388	0
RNF114	0.0347891943157	0
RNF115	0.538014405626	0
ZC3H15	0.115670196069	0
ZC3H14	-0.0386073160782	0
SPN	-0.504469933442	0
RNF111	-0.0109117890795	0
NACAP1	-0.642261314106	0
ZC3H18	-0.368161514425	0
GRIN1	-1.35896647129	0
DHX8	0.356063329884	0
DHX9	0.0693124751367	1
TCOF1	0.146454397117	0
NUP98	0.155717659985	0
XPC	-0.22534280383	0
SP1	0.0174018876919	0
SP2	-0.0616178839397	0
SP3	0.149465170513	1
NUP93	-0.0322983929061	0
SP5	-0.970918000197	0
KLRA1	-0.847358745292	0
CAMKV	-0.135863504755	0
SPPL3	0.487194303409	0
GOLIM4	-0.13146662405	0
OPA3	-0.273402668482	0
OPA1	-0.0924234059398	0
RAB40C	0.521998166591	0
RAB40B	-0.395430691449	0
RAB40A	-0.0260882243342	0
COL7A1	0.299886818005	0
GTSE1	1.84858563522	0
B2M	0.146858675122	0
WIF1	-5.05546346515	0
KIAA0831	-0.36939021784	0
SPPL2A	0.281345617898	0
ITGA8	-0.430593574752	0
ITGA9	-1.04209046089	0
STK40	-1.3179789121	0
MYO3B	-0.711317125218	0
ATP2A1	-9.90490603396	0
ATP2A2	-0.0327281860375	0
ATP2A3	3.40308335765	0
ITGA1	-0.290651825571	0
ITGA2	0.628948139255	0
ITGA3	0.496953876048	0
ITGA4	1.0132804736	0
ITGA5	0.332669630412	0
ITGA6	-0.814907340155	0
ITGA7	-3.06240621673	0
TRHR	0.355470659613	0
DENND4A	0.142406681143	0
SWAP70	-0.662963799554	0
PHLDA1	-0.586607508207	0
PHLDA3	-0.52279046883	0
UFSP2	-0.424327184496	0
GAP43	-2.18529291807	0
NENF	-0.00681005491711	0
FBXL13	-0.216252175544	0
FBXL12	-0.814199999569	0
FBXL15	0.323095925871	0
FBXL14	0.480018663807	0
FBXL17	-0.318990978243	0
FBXL16	1.1220270522	0
FAM169A	1.24255288504	0
FAM116B	-0.0407680114349	0
PHYHIPL	-1.19225763112	0
H19	-0.103354773425	0
SDK2	0.0570979778445	0
GRP	1.41743535051	0
TPRN	2.2624887225	0
ZFP161	-0.491531800721	0
COL4A6	-1.4886549181	0
COL4A5	0.174583632941	0
COL4A3	-2.11854054899	0
COL4A2	0.126017039061	0
COL4A1	0.233445537242	0
CHST1	2.25173751601	0
CHST3	-0.719859689774	0
CHST4	-3.38785126589	0
ITGAX	0.0122300823111	0
BCL2A1	-0.0978743933423	0
HLCS	0.483316298024	0
NOG	-0.30685189737	0
ITGAV	0.665702584076	0
LGTN	-0.965826107626	0
ZNF703	1.57029332495	0
ITGAL	-0.0461893347686	0
ITGAM	-0.843889869587	0
HLF	-2.92134287793	0
NOV	-0.98920428532	0
FAM134C	0.683520059761	0
FAM134B	1.02430554833	0
FAM134A	0.568485001298	0
SMAD9	-1.11097192107	0
TRERF1	0.227333636472	0
LRPAP1	0.587304285347	0
SMAD5	-0.311051991386	0
SMAD6	-0.389224052202	0
SMAD7	-0.150081518803	0
GOLPH3L	1.38814858863	0
SMAD1	0.112369725184	0
AFTPH	0.612709017072	0
SMAD3	0.14455647149	0
MUS81	-0.0409211294113	0
AMMECR1L	0.344020894118	0
IL1RAPL1	-2.55100259487	0
IGF2R	0.00353172042318	0
NECAP2	-0.299238734851	0
CKS1B	0.094551878389	0
ST13	-0.837740496097	0
C14orf118	-0.42692814178	0
ARTN	2.84717475669	0
ART3	-3.65792530818	0
HERC2P2	-1.3986381727	0
ART4	-3.41766742487	0
SPTLC1	0.300389280556	0
TCEA2	0.179552613603	0
TCEA3	0.600753483888	0
TCEA1	-0.0002555647268	0
COX4I2	-0.800646983345	0
COX4I1	-0.945327709462	0
BFAR	0.0907057388191	0
EDA	-0.665725429589	0
PIPOX	0.0795815743059	0
CCDC116	-3.88133248751	0
CADPS2	0.312148286529	0
CCDC115	0.101033336517	0
CCDC112	-0.0556378470338	0
CCDC113	-0.0964025055667	0
CCDC110	-0.413371921775	0
LEO1	0.870824099442	0
ATP1A4	0.781219418677	0
ATP1A3	1.92993000927	0
ATP1A2	-4.35828885216	0
ATP1A1	0.405569911325	0
MGRN1	0.682514729849	0
TCP1	0.0156775443497	0
CRTAP	-1.18741120646	0
SP8	-14.1590815522	0
SPHK1	0.381705895287	0
DPT	-5.07915850619	0
CUEDC1	0.0341405912265	0
CUEDC2	0.0877681925535	0
CBLB	-0.428213815987	0
CPEB4	-0.136061326965	0
CPEB1	-3.10080099652	0
TERF2IP	-0.356348201522	0
BEGAIN	-1.31784502677	0
RBMXL3	-12.2887598514	0
OSGEP	-0.066878318232	0
ABAT	0.536766246608	0
FRG1	-0.323481818756	0
TP53TG5	-17.7881741996	0
RHEBL1	1.59436981864	0
ZNF41	0.0810214039909	0
IFT80	-0.177035157302	0
FBRS	0.409319553532	0
IFT88	-0.522722792653	0
SARDH	-2.0740603428	0
XPA	-0.421857469113	0
CNTF	-1.6878913697	0
MCM10	1.62334473705	0
SP4	-0.288586424269	1
IL10RB	-0.18748556232	0
ATG4C	-0.747785824495	0
ATG4B	-0.124634532211	0
ATG4A	-0.0349981565074	0
THUMPD2	-0.118469839452	0
PHOX2A	-19.1468801642	0
UPK2	-0.23560391498	0
CFH	-0.860253937533	0
GPT2	-2.2057395637	0
PNP	0.509589321284	0
ANKFY1	-0.543523357524	0
CFB	2.43283057748	0
CDKAL1	-0.0731518147435	0
PNN	-0.124791389187	0
RNF128	-1.29612530031	0
CFP	-2.26776260413	0
AAAS	-0.206300902697	0
HAMP	-0.22277720821	0
SIX4	1.53904170873	0
SIX5	0.15789694544	0
SIX6	2.47984455718	0
MR1	0.766273840828	0
SIX2	-1.0850311119	0
SIX3	-2.75883905176	0
WASH3P	-0.107215757489	0
CNPY2	0.404208249204	0
SYNJ1	0.0820711622483	0
KNDC1	-3.73120226944	0
HMG20A	-0.0728065793431	0
HMG20B	0.209894787871	0
AAGAB	0.954334582684	0
C3orf77	-13.969586908	0
C3orf75	-0.0107841458644	0
C4orf17	-15.1479656836	0
C3orf71	-0.512702944614	0
SHOX2	-0.691598970384	0
ZFP82	-0.122546236104	0
CHFR	0.136621473066	0
EFHA1	-0.647875708544	0
TIGD1	-0.164837451992	0
NUDT9P1	-0.659510144245	0
RFX4	0.246933957106	0
RFX5	0.720475715554	0
APP	-0.450515059836	1
NRXN3	0.628028944283	1
NRXN2	0.0488982339217	0
NRXN1	-3.21773575089	0
RFX3	-0.306170240854	0
APC	-0.162848311355	0
TMEM179B	-0.396332119129	0
ABCE1	0.0384380186047	0
UQCRC2	-0.700260980276	0
XPNPEP1	0.0248206266425	0
TIGD4	0.712654947786	0
ZNHIT3	0.404923659794	0
GGCX	0.12387714696	0
ADNP	0.593157006991	0
ZNF57	-0.324619948836	0
KHDRBS1	-0.09155882423	0
KHDRBS3	-0.334757839157	0
GGCT	0.185188349694	0
STAC3	-2.60413765036	0
LHCGR	-5.10218476664	0
TMEM127	0.564975782514	0
GPR78	-16.1860758796	0
VPS37B	-0.931207871882	0
ZBED4	-0.353750532078	0
C11orf2	-0.849466379832	0
C11orf1	-1.25440949522	0
DPYSL5	-1.41455976575	0
DPYSL2	-1.49876857997	0
DPYSL3	-0.195341867776	0
IGFBP2	0.552611708779	0
IGFBP3	-0.350327058494	0
IGFBP1	-6.62501698659	0
BOP1	0.648854602009	0
IGFBP7	0.839220727106	0
IGFBP4	-0.40835511413	0
IGFBP5	0.165208936549	0
SKP2	-0.815410679727	0
CKLF	-0.199256654703	0
ZNF193	-0.0479208629811	0
GJA1	0.385728257244	0
C15orf24	0.202403394509	0
GJA3	2.55870010032	0
C15orf23	1.06101368842	0
C15orf21	-0.299827973214	0
GJA8	-18.6273471964	0
GJA9	-0.144151282658	0
C15orf28	0.00713356160718	0
C15orf29	-0.0703565594057	0
KDM3B	0.121124357035	0
KDM3A	-0.0254410792167	0
MYO3A	-1.66857666282	0
KIAA1958	0.614288262021	0
APIP	-0.504147996003	0
TMC1	-1.9900447019	0
EIF2B4	-0.0500216864762	0
EIF2B5	0.294611108555	0
EIF2B2	0.471406349932	0
EIF2B3	-0.967580688418	0
EIF2B1	-0.208388012321	0
PRKAR2A	-0.342711293561	0
CSNK2A1P	0.675769414474	0
MAGT1	-0.0483721093146	0
TXNIP	-1.39088707229	0
MLF1	0.421103599268	0
QPRT	-0.655126056008	0
IFT140	-0.00968549761627	0
MLF2	0.289886509301	0
TMEM14C	-0.0546406542039	0
TMEM14B	0.189419931557	0
TMEM14A	1.12357169826	0
CFLAR	-1.36792080787	0
MECOM	-0.427025153302	0
ITGA2B	-1.26963431398	0
IFI16	-0.242188938248	0
TTC1	-0.221524374608	0
MYT1L	-19.1871151839	0
C9orf125	-1.2562082634	0
C9orf123	-0.872236548985	0
KIAA1267	0.0921913071725	0
RTCD1	-0.29561588356	0
CFHR2	-16.2215523428	0
CFHR3	-1.81472803026	0
CLIC4	-0.185055711705	0
CFHR1	-1.52816369295	0
CLIC2	-0.871685137458	0
CLIC3	1.29849270747	0
CFHR4	-15.8765745839	0
CFHR5	-21.9554436732	0
KIAA0020	-0.852481499799	0
RIT2	-16.8958279079	0
TMEM147	0.573204906111	0
ASGR1	-0.531582885522	0
ASGR2	-0.564087792407	0
CASP5	-0.724109715499	0
FOXL2	0.528596336515	0
RIT1	0.604248801511	0
TMEM141	1.2672646622	0
SF1	-0.521849170891	0
PCDHA6	-0.686263351852	0
API5	0.0111316186611	0
PCDHA4	-1.95398097767	0
RTKN2	2.13320466247	0
TTC3	-0.479631638284	0
HAS2	-1.22911432969	0
KIAA1199	4.34396101778	0
FAM32A	0.129193015656	0
KIAA1191	0.120237138338	0
ZNF559	-1.52136508781	0
ZMAT3	-0.2230153731	0
ZMAT2	-0.128539674538	0
ZMAT5	-0.224398480305	0
ZMAT4	0.186013616149	0
C19orf25	-0.240477372758	0
MYBL1	0.673236489016	0
NR1D1	-0.381784047075	0
NR1D2	-0.814818234887	0
C19orf29	-0.440446933564	0
ITGB1BP1	-1.38490859351	0
ITGB1BP3	-6.37481487801	0
ITGB1BP2	-1.13997027265	0
ZNF7	0.547942576108	0
ZNF2	0.0573008409498	0
ZNF3	0.0303962843874	0
CTCFL	-0.0574494298096	0
ZNF8	0.0255257380396	0
C11orf17	0.144894928115	0
C11orf16	-21.1361014897	0
ZAP70	-1.09929882329	0
OGFR	0.914374215483	0
CDC5L	0.095852551903	0
RAC2	-0.141011448042	0
RAC3	0.70386119164	0
RAC1	-0.0417016105525	0
SBDS	-0.669087814587	0
VCL	-0.0790794853838	0
MRPS18A	0.359411526768	0
CPLX2	-20.8007418756	0
ORC3L	0.0907013520446	0
