gene	value	_selected
RNF14	-0.262543580527	0
HIF3A	-5.84048219896	0
RNF17	-20.1292299843	0
RNF10	0.177858580995	0
RNF11	-0.668239757672	0
RNF13	-0.794627211026	0
REM1	-0.813038634036	0
REM2	0.776639084103	0
C16orf13	1.28782083473	0
UBE2Q2	0.04357677962	0
TSKS	-0.71069162663	0
ATRX	-0.915072354123	0
PMM2	1.08701053176	0
PMM1	-0.199806102171	0
ASS1	-2.10266598984	0
NCBP1	0.1910614495	0
ZNF709	-0.992335540874	0
ZNF708	-0.192727580493	0
DISC1	-1.00401574383	0
CAMK1	-1.07496373202	0
RPL37	-0.024217693904	0
SPR	0.588413431233	0
ZNF707	1.0363812081	0
CAMK4	0.686638317461	0
ZC3H10	0.336006287684	0
RNF114	-0.280197014989	0
RNF115	0.310905254706	0
ZC3H15	-0.00264288685801	0
ZC3H14	-0.224394325996	0
SPN	0.119697326651	0
RNF111	-0.808039918132	0
NACAP1	0.243971608288	0
ZC3H18	0.0179646339181	0
GRIN1	2.4767456338	0
DHX8	-0.918139765959	0
DHX9	0.168516765233	0
TCOF1	0.24381974264	0
NUP98	-0.297271656384	0
XPC	-0.195685224053	0
SP1	-0.485193909921	0
SP2	-0.548412266129	0
SP3	-0.244315497709	0
NUP93	0.0721218121526	0
SP5	1.72297560917	0
KLRA1	0.113883114123	0
CAMKV	-0.813171800774	0
SPPL3	-0.0379176961934	0
GOLIM4	-0.114129554885	0
OPA3	0.096216995593	0
OPA1	-0.838171219741	0
RAB40C	1.22690378222	0
RAB40B	0.355661679551	0
RAB40A	-0.925831866273	0
COL7A1	2.26982919175	0
GTSE1	2.60789746643	0
B2M	-0.648907333944	0
WIF1	-4.29788150735	0
KIAA0831	-0.793979808216	0
SPPL2A	-0.213048175828	0
ITGA8	-0.869160756651	0
ITGA9	-2.17715822504	0
STK40	-0.353076224852	0
MYO3B	-0.388660375522	0
ATP2A1	-9.21971882968	0
ATP2A2	-0.384045779565	0
ATP2A3	0.97537834124	0
ITGA1	-1.81962892406	0
ITGA2	-0.803388061147	0
ITGA3	0.545144151124	0
ITGA4	-0.498245421368	0
ITGA5	0.678144999274	0
ITGA6	-1.5093993321	0
ITGA7	-3.46015630287	0
TRHR	-17.9801334106	0
DENND4A	-1.15650705333	0
SWAP70	-1.03717500523	0
PHLDA1	-0.845010823444	0
PHLDA3	0.433703130662	0
UFSP2	-0.929113250437	0
GAP43	1.28709810006	0
NENF	0.584525686897	0
FBXL13	-0.396098621783	0
FBXL12	0.00739279100235	0
FBXL15	1.50888900862	0
FBXL14	-0.00261432539102	0
FBXL17	-1.09532877445	0
FBXL16	2.20788109386	0
FAM169A	-0.374285259555	0
FAM116B	1.40620410332	0
PHYHIPL	-1.36565042462	0
H19	-1.12816996744	0
SDK2	-1.18600990256	0
GRP	1.97113228567	0
TPRN	2.68476588329	0
ZFP161	-0.644466497851	0
COL4A6	-0.772668686121	0
COL4A5	1.32173929203	0
COL4A3	-3.19444249779	0
COL4A2	-0.231342827832	0
COL4A1	-0.248484806224	0
CHST1	0.815004830263	0
CHST3	-1.80738110551	0
CHST4	-1.19077612328	0
ITGAX	0.312379363754	0
BCL2A1	-0.66157230553	0
HLCS	-0.152721555587	0
NOG	0.722051478456	0
ITGAV	-0.232867945344	0
LGTN	-0.235986398337	0
ZNF703	3.05879470603	0
ITGAL	0.407372182629	0
ITGAM	-0.203144194188	0
HLF	-3.1948668224	0
NOV	-1.46811626209	0
FAM134C	-0.664620166187	0
FAM134B	-1.91634519386	0
FAM134A	0.227089055528	0
SMAD9	-1.40873846353	0
TRERF1	0.672072620746	0
LRPAP1	0.214324306659	0
