gene	value	_selected
RNF14	-0.00288242388382	0
HIF3A	-5.01320967477	0
RNF17	-20.1292299843	0
RNF10	-0.457159338085	0
RNF11	-0.413537816136	0
RNF13	-0.44660228776	0
REM1	-1.70964702867	0
REM2	2.06696961505	0
C16orf13	0.775042386977	0
UBE2Q2	0.358193333157	0
TSKS	-4.36281410274	0
ATRX	-0.323939412541	0
PMM2	0.937942007982	0
PMM1	-0.244461982724	0
ASS1	-2.10189333991	0
NCBP1	0.387838157312	0
ZNF709	-0.1524047544	0
ZNF708	-0.905707699002	0
DISC1	-1.41439730375	0
CAMK1	-1.84165026584	0
RPL37	0.0942147993545	0
SPR	0.459122986485	0
ZNF707	0.267235961305	0
CAMK4	1.41371598922	0
ZC3H10	-0.157048801894	0
RNF114	-0.279947497145	0
RNF115	0.851541270915	0
ZC3H15	0.154740636245	0
ZC3H14	0.111155059668	0
SPN	-0.632229351335	0
RNF111	-0.00317111206845	0
NACAP1	0.309782876298	0
ZC3H18	-0.0787960104919	0
GRIN1	-0.0446537842238	0
DHX8	0.34396152887	0
DHX9	0.682760127257	0
TCOF1	0.41843704843	0
NUP98	0.210199490755	0
XPC	0.15491809563	0
SP1	0.0339953983072	0
SP2	-0.236119429753	0
SP3	0.459501538414	0
NUP93	0.00447931098469	0
SP5	0.112611239587	0
KLRA1	-0.992481216306	0
CAMKV	-20.4715733306	0
SPPL3	-0.484052594151	0
GOLIM4	0.0785677030863	0
OPA3	-0.181104590046	0
OPA1	-0.0319814801916	0
RAB40C	1.06670464719	0
RAB40B	-0.486973443088	0
RAB40A	0.158947958333	0
COL7A1	-0.174325890767	0
GTSE1	2.41864920815	0
B2M	-1.06445258844	0
WIF1	-4.81796452421	0
KIAA0831	-0.717276196137	0
SPPL2A	0.061764612043	0
ITGA8	-1.2618884301	0
ITGA9	-0.502702140611	0
STK40	-0.458792871827	0
MYO3B	0.603008971361	0
ATP2A1	-9.0194467769	0
ATP2A2	-0.913251147841	0
ATP2A3	-0.0511262492088	0
ITGA1	-1.11530334123	0
ITGA2	-0.806211193155	0
ITGA3	-0.605948675491	0
ITGA4	-0.2762049651	0
ITGA5	0.124018028782	0
ITGA6	-1.02752197659	0
ITGA7	-4.35344432049	0
TRHR	-17.9801334106	0
DENND4A	-0.587628561655	0
SWAP70	-0.547605138659	0
PHLDA1	-1.14934054616	0
PHLDA3	-0.448966643176	0
UFSP2	-0.438450299261	0
GAP43	-0.800601568914	0
NENF	1.40541364793	0
FBXL13	-0.182042976549	0
FBXL12	-0.31958917785	0
FBXL15	0.275770018249	0
FBXL14	0.02635389387	0
FBXL17	-0.824107089217	0
FBXL16	1.60910059251	0
FAM169A	0.285258319595	0
FAM116B	0.464263704601	0
PHYHIPL	-2.18775825031	0
H19	-0.759406736565	0
SDK2	-0.714377905279	0
GRP	0.0869699301264	0
TPRN	1.80387024308	0
ZFP161	-0.0975838924208	0
COL4A6	-1.66754308582	0
COL4A5	0.853709712997	0
COL4A3	-1.93974562449	0
COL4A2	-0.812686487053	0
COL4A1	-0.679533339628	0
CHST1	-0.854223606921	0
CHST3	-0.815713320071	0
CHST4	-2.17310087343	0
ITGAX	-1.00966056088	0
BCL2A1	-2.45126259519	0
HLCS	0.313192464003	0
NOG	-0.562409536859	0
ITGAV	0.181854351585	0
LGTN	0.120931534012	0
ZNF703	2.16830171056	0
ITGAL	1.37490870556	0
ITGAM	-1.26336247114	0
HLF	-1.5485168829	0
NOV	-1.65606536801	0
FAM134C	0.58479302862	0
FAM134B	-0.336803245418	0
FAM134A	0.466333819515	0
SMAD9	-0.862571855489	0
TRERF1	0.880309428578	0
LRPAP1	0.461545894992	0
SMAD5	-0.0404625064762	0
SMAD6	-0.709862337222	0
SMAD7	-0.640588591399	0
GOLPH3L	1.08555246082	0
SMAD1	0.335478159159	0
AFTPH	0.567098788938	0
SMAD3	-0.324553941364	0
MUS81	-0.00553818857943	0
AMMECR1L	-0.0873633972706	0
IL1RAPL1	-0.973622334716	0
IGF2R	-0.744715916561	0
NECAP2	-0.0895762902044	0
CKS1B	1.47313418264	0
ST13	-0.135054597789	0
C14orf118	-0.457739442344	0
ARTN	3.40412792935	0
ART3	-3.88794849559	0
HERC2P2	-2.2919398048	0
ART4	-3.68829525197	0
SPTLC1	0.0605717359221	0
TCEA2	0.323263363674	0
TCEA3	1.25121506708	0
TCEA1	0.258884792299	0
COX4I2	-1.69933237874	0
COX4I1	-0.777535469607	0
BFAR	0.525037382408	0
EDA	-1.30137201993	0
PIPOX	-0.575734247229	0
CCDC116	-22.2169365577	0
CADPS2	0.291820896337	0
CCDC115	0.104564671497	0
CCDC112	0.318907175051	0
CCDC113	0.264848841703	0
CCDC110	0.822014927885	0
LEO1	0.819152702689	0
ATP1A4	1.07411479163	0
